country,country_code,lat,lon,indicator_name,indicator_code,y_1996,y_1997,y_1998,y_1999,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006
Rwanda,RWA,-1.940278,29.873888,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.328580206,4.173383453,4.377917106,4.448169383,3.534986051,3.396812701,3.047404063,2.44836272,1.972811671,1.743055556,1.754079254
Saudi Arabia,SAU,23.885942,45.079162,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,8.468077759,11.00093542,14.31103745,11.38191717,10.59439021,11.48921165,9.812648589,8.737112377,8.08155971,7.730601387,7.848367436
Senegal,SEN,14.497401,-14.452362,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.574762916,1.515255096,1.492758332,1.521856593,1.33262593,1.412401688,1.394137466,1.412117206,1.339174657,1.428775771,1.587345929
Serbia,SRB,44.016521,21.005859,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.511285895,3.786504467,3.511897979,4.005947435,5.153942941,4.027571198,4.209954106,3.447908471,2.973161564,2.397915416,2.303524901
Seychelles,SYC,-4.679574,55.491977,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.095832333,2.024738479,1.732921001,1.780188084,1.679332821,1.778265522,1.677375471,1.734316375,1.897640245,1.602352364,1.413430031
Sierra Leone,SLE,8.460555,-11.779889,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.974368615,1.116251982,null,null,3.665982115,2.770887768,2.190012574,2.075801007,1.604345851,1.44682161,1.486514491
Singapore,SGP,1.352083,103.819836,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.253314039,4.450036477,5.211052961,5.207353988,4.518886294,4.826249999,4.924986287,4.869647648,4.416805051,4.288125843,3.94502523
Slovak Republic,SVK,48.669026,19.699024,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.973830022,2.282965319,1.743920926,1.573511813,1.655312382,1.84316099,1.77602684,1.841111076,1.652006017,1.681440946,1.596512608
Slovenia,SVN,46.151241,14.995463,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.536360659,1.401365551,1.361186747,1.211305199,1.093166277,1.300482474,1.387618577,1.403798337,1.430651942,1.414704326,1.538026104
Somalia,SOM,5.152149,46.199616,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,null,null,null,null,null,null,null,null,null,null,null
South Africa,ZAF,-30.559482,22.937506,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.75587799,1.582134829,1.383163366,1.272053724,1.387289781,1.483163339,1.529310408,1.468811665,1.355727761,1.383769392,1.290746292
South Korea,KOR,35.907757,127.766922,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.71931872,2.649216781,2.777810946,2.487109546,2.45731752,2.427877741,2.315474377,2.328664618,2.331064888,2.467282737,2.48836867
South Sudan,SSD,6.877,31.307,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,null,null,null,null,null,null,null,null,null,null,null
Spain,ESP,40.463667,-3.74922,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.761875195,1.675831823,1.67464019,1.755234589,1.725517988,1.632996821,1.456486691,1.420409174,1.426928792,1.382394156,1.364365549
Sri Lanka,LKA,7.873054,80.771797,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.519783161,4.630607275,4.643482327,4.030152907,5.033888979,4.286989181,3.45701489,2.868911827,2.997358479,2.639533395,2.798773599
Sudan,SDN,12.862807,30.217636,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.179076091,0.836659549,2.310689605,4.021869287,4.791175505,2.943904368,3.27361826,2.256054847,5.782335397,4.392071908,4.29113043
Swaziland,SWZ,-26.522503,31.465866,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.65257857,1.494838566,1.631756447,1.670226715,1.435205737,1.290036488,1.30378654,1.47095393,1.545861496,1.914187249,1.840266511
Sweden,SWE,60.128161,18.643501,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.153181248,1.967353403,1.923634524,1.900972986,1.843504212,1.720611913,1.649923965,1.602385258,1.444753602,1.418472892,1.327812987
Switzerland,CHE,46.818188,8.227512,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.286175155,1.220584029,1.184590299,1.085508949,1.03077964,0.991888974,0.957306224,0.929084496,0.890330025,0.855037035,0.775655591
Syrian Arab Republic,SYR,34.802075,38.996815,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.041916055,5.882755113,5.808381118,5.810580496,5.339916248,5.256441186,5.213041082,6.248306821,5.541838676,5.026426577,4.394433936
Tajikistan,TJK,38.861034,71.276093,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.289264707,2.066740696,1.713014226,1.392093152,1.203071077,1.153633685,2.094640665,2.238429573,2.172785162,null,null
Tanzania,TZA,-6.369028,34.888822,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.555349473,1.543544868,1.436858367,1.325014953,1.325926462,1.451604644,1.302598581,1.07430688,0.994614644,0.823941318,0.792124011
Thailand,THA,15.870032,100.992541,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.151525081,2.173922505,1.856368281,1.623797633,1.48823095,1.433787439,1.349949251,1.242127969,1.079806927,1.048229744,1.101160564
Timor-Leste,TLS,-8.874217,125.727539,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,null,null,null,null,null,null,null,null,null,1.676171079,3.694384449
Togo,TGO,8.619543,0.824782,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,null,null,null,null,null,null,null,1.722612252,1.637501906,1.571423399,null
Trinidad and Tobago,TTO,10.691803,-61.222503,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,null,null,null,null,null,0.158024768,0.216379463,0.29840942,0.571441701,0.611628774,0.629101508
Tunisia,TUN,33.886917,9.537499,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.029234828,1.726422413,1.677978049,1.556081394,1.547906623,1.521112564,1.492641651,1.483887565,1.425901037,1.451601347,1.446313954
Turkey,TUR,38.963745,35.243322,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.139699689,4.103671775,3.261150093,3.984515055,3.749156472,3.681529298,3.892134274,3.391964825,2.784808639,2.501341775,2.517014289
Uganda,UGA,1.373333,32.290275,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.313466857,2.279431218,2.534810607,2.84361193,2.481440874,2.321654155,2.357756278,2.404721874,2.309870169,2.403722358,2.197952161
Ukraine,UKR,48.379433,31.16558,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.287577065,4.124671889,3.355004613,2.982168265,3.636149821,2.863999216,2.774899252,2.848390089,2.597120363,2.792489331,2.771591813
United Arab Emirates,ARE,23.424076,53.847818,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,null,4.231250302,5.299481134,5.012801249,5.631571668,5.612105047,4.875526903,4.692310724,4.611473885,3.656477456,3.226126784
United Kingdom,GBR,55.378051,-3.435973,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.475893157,2.321071944,2.270791425,2.206241646,2.155777374,2.190259465,2.256573135,2.314078888,2.259030374,2.198926824,2.146215009
United States,USA,37.09024,-95.712891,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.350744012,3.209903218,3.017635938,2.908393909,2.933432016,2.944343646,3.249551766,3.607287847,3.785570066,3.844230435,3.808200528
Uruguay,URY,-32.522779,-55.765835,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.805941719,2.399717832,2.258134519,2.394459652,2.463495991,2.505810491,2.531175048,2.299939181,2.104876371,2.081556704,2.062824064
Uzbekistan,UZB,41.377491,64.585262,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.234188966,1.402495828,null,1.637649977,1.151780934,0.834782696,0.597786003,0.538919074,null,null,null
"Venezuela, RB",VEN,6.42375,-66.58973,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.074193288,1.79528715,1.588588016,1.437199004,1.526570129,1.555107911,1.153373596,1.182690627,1.288301812,1.411439033,1.633757629
Vietnam,VNM,14.058324,108.277199,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,null,null,null,null,null,null,null,1.970947468,1.851504436,1.780960852,1.938364584
"Yemen, Rep.",YEM,15.552727,48.516388,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.281345941,5.805752597,6.081568704,5.172722436,4.915392365,5.481014692,6.89560795,6.854552052,5.301366496,4.868317012,4.308466835
Zambia,ZMB,-13.133897,27.849332,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.051809549,1.007661035,null,1.648318463,null,null,null,null,1.580899606,1.674406236,1.613645798
Zimbabwe,ZWE,-19.015438,29.154857,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.409856204,3.650828138,4.779780068,3.840762567,5.176415468,4.230245333,10.67467005,3.401080363,4.411259311,2.283146597,2.970298939
